id,text,Station ID,Station Name
775,كفرذبيان,82,فيطرون
961,ميروبا,82,فيطرون
971, روم,83,الأشرفية
12,A9,83,الأشرفية
1061,EDL,83,الأشرفية
970,lazariste,83,الأشرفية
888,اتحادية,83,الأشرفية
895,اتيكس,83,الأشرفية
11,الكسندر,83,الأشرفية
892,ايرليكيد,83,الأشرفية
887,برس,83,الأشرفية
1013,بطركية,83,الأشرفية
4,بنزين,83,الأشرفية
1028,توتنجي,83,الأشرفية
1014,جعيتاوي,83,الأشرفية
1062,ربيز,83,الأشرفية
20,سانت فاميل,83,الأشرفية
885,سماحة,83,الأشرفية
969,سندريلا,83,الأشرفية
889,صفدي,83,الأشرفية
890,طراد,83,الأشرفية
756,عجرم,83,الأشرفية
891,غابي,83,الأشرفية
880,غورو,83,الأشرفية
883,فيليب,83,الأشرفية
893,قنديل,83,الأشرفية
886,قيقانو,83,الأشرفية
813,كارمن,83,الأشرفية
881,كامل,83,الأشرفية
894,لبنان,83,الأشرفية
884,متري,83,الأشرفية
882,متى,83,الأشرفية
1031,إبراهيم,84,الضاحية
897,ابو حسين,84,الضاحية
1029,الحجاز,84,الضاحية
899,الحسن,84,الضاحية
912,اوليف,84,الضاحية
1021,بئر العبد,84,الضاحية
906,براجنة,84,الضاحية
900,رادوف,84,الضاحية
1030,سليمان,84,الضاحية
910,شبيب,84,الضاحية
907,شويري,84,الضاحية
898,طفيلي,84,الضاحية
909,عطارد,84,الضاحية
904,غالب,84,الضاحية
905,فاخوري,84,الضاحية
902,فيروز,84,الضاحية
908,قانصو,84,الضاحية
911,كفاءات,84,الضاحية
903,مقدم,84,الضاحية
1070,موعد,84,الضاحية
1020,مينيرفا,84,الضاحية
901,نقولا,84,الضاحية
967,اسيا,85,بقسميّا
1023,تنورين,85,بقسميّا
972,داعل,85,بقسميّا
913,زان,85,بقسميّا
1022,الجامعة اللبنانية,86,البحصاص
924,الحلّاب,86,البحصاص
915,المرفأ,86,البحصاص
917,الملعب الاولمبي,86,البحصاص
920,الميناء 1,86,البحصاص
921,الميناء 2,86,البحصاص
923,النّديم,86,البحصاص
922,طّينال,86,البحصاص
914,عز الدين,86,البحصاص
918,كريمة,86,البحصاص
919,كواليتي أن,86,البحصاص
916,مستشفى القلب,86,البحصاص
527,التعمير,87,صيدا الجديدة
817,الصالحية,87,صيدا الجديدة
793,النافعة,87,صيدا الجديدة
526,الهلالية,87,صيدا الجديدة
532,جاد,87,صيدا الجديدة
816,جادة بري,87,صيدا الجديدة
531,حريري,87,صيدا الجديدة
818,مخيم 1 (الملعب الاحمر),87,صيدا الجديدة
529,مخيم 2 (نبع الصفصاف),87,صيدا الجديدة
536,مغدوشة,87,صيدا الجديدة
539,مياه الحارة,87,صيدا الجديدة
525,وادي الزينة,87,صيدا الجديدة
128,8C,8,الشباك
862,8D,8,الشباك
714,faculte,8,الشباك
692,اسبيريه,8,الشباك
178,اطباء,8,الشباك
129,اوتيل ديو,8,الشباك
175,ايميه,8,الشباك
127,حايك,8,الشباك
132,حناوي,8,الشباك
122,خازن,8,الشباك
121,رزق,8,الشباك
134,ساسين,8,الشباك
131,سيوفي,8,الشباك
176,شديد,8,الشباك
120,شمعون,8,الشباك
837,شيلا,8,الشباك
130,عازوري,8,الشباك
123,عدلية,8,الشباك
177,عقارية,8,الشباك
174,كوزميدس,8,الشباك
838,كيلر,8,الشباك
125,مالية2,8,الشباك
836,متحف,8,الشباك
126,مصالح,8,الشباك
799,نظارة,8,الشباك
138,12C,9,راس بيروت
721,college,9,راس بيروت
140,اعور,9,راس بيروت
137,بالما,9,راس بيروت
145,بوري,9,راس بيروت
139,بيجون,9,راس بيروت
871,تامر,9,راس بيروت
143,توفيق,9,راس بيروت
821,روشة,9,راس بيروت
147,زاوية,9,راس بيروت
822,زهر,9,راس بيروت
142,صبيج,9,راس بيروت
718,فهد,9,راس بيروت
141,فيحاء,9,راس بيروت
146,كولومباني,9,راس بيروت
811,متيري,9,راس بيروت
148,مجلي,9,راس بيروت
719,مياسي,9,راس بيروت
135,ميري لاند1,9,راس بيروت
136,ميري لاند2,9,راس بيروت
144,نانسي 3,9,راس بيروت
